&rcedil;,ŗ
&Rcaron;,Ř
&rcaron;,ř
&Sacute;,Ś
&sacute;,ś
&Scirc;,Ŝ
&scirc;,ŝ
&Scedil;,Ş
&scedil;,ş
&Scaron;,Š
&scaron;,š
&Tcedil;,Ţ
&tcedil;,ţ
&Tcaron;,Ť
&tcaron;,ť
&Tstrok;,Ŧ
&tstrok;,ŧ
&Utilde;,Ũ
&utilde;,ũ
&Umacr;,Ū
&umacr;,ū
&Ubreve;,Ŭ
&ubreve;,ŭ
&Uring;,Ů
&uring;,ů
&Udblac;,Ű
&udblac;,ű
&Uogon;,Ų
&uogon;,ų
&Wcirc;,Ŵ
&wcirc;,ŵ
&Ycirc;,Ŷ
&ycirc;,ŷ
&Yuml;,Ÿ
&Zacute;,Ź
&zacute;,ź
&Zdot;,Ż
&zdot;,ż
&Zcaron;,Ž
&zcaron;,ž
&fnof;,ƒ
&imped;,Ƶ
&gacute;,ǵ
&jmath;,ȷ
&circ;,ˆ
&caron; &Hacek;,ˇ
&breve; &Breve;,˘
&dot; &DiacriticalDot;,˙
&ring;,˚
&ogon;,˛
&tilde; &DiacriticalTilde;,˜
&dblac; &DiacriticalDoubleAcute;,˝
&DownBreve;,̑
&UnderBar;,̲
&Alpha;,Α
&Beta;,Β
&Gamma;,Γ
&Delta;,Δ
&Epsilon;,Ε
&Zeta;,Ζ
&Eta;,Η
&Theta;,Θ
&Iota;,Ι
&Kappa;,Κ
&Lambda;,Λ
&Mu;,Μ
&Nu;,Ν
&Xi;,Ξ
&Omicron;,Ο
&Pi;,Π
&Rho;,Ρ
&Sigma;,Σ
&Tau;,Τ
&Upsilon;,Υ
&Phi;,Φ
&Chi;,Χ
&Psi;,Ψ
&Omega;,Ω
&alpha;,α
&beta;,β
&gamma;,γ
&delta;,δ
&epsiv; &varepsilon; &epsilon;,ε
&zeta;,ζ
&eta;,η
&theta;,θ
&iota;,ι
&kappa;,κ
&lambda;,λ
&mu;,μ
&nu;,ν
&xi;,ξ
&omicron;,ο
&pi;,π
&rho;,ρ
&sigmav; &varsigma; &sigmaf;,ς
&sigma;,σ
&tau;,τ
&upsi; &upsilon;,υ
&phi; &phiv; &varphi;,φ
&chi;,χ
&psi;,ψ
&omega;,ω
&thetav; &vartheta; &thetasym;,ϑ
&Upsi; &upsih;,ϒ
&straightphi;,ϕ
&piv; &varpi;,ϖ
&Gammad;,Ϝ
&gammad; &digamma;,ϝ
&kappav; &varkappa;,ϰ
&rhov; &varrho;,ϱ
&epsi; &straightepsilon;,ϵ
&bepsi; &backepsilon;,϶
&IOcy;,Ё
&DJcy;,Ђ
&GJcy;,Ѓ
&Jukcy;,Є
&DScy;,Ѕ
&Iukcy;,І
&YIcy;,Ї
&Jsercy;,Ј
&LJcy;,Љ
&NJcy;,Њ
&TSHcy;,Ћ
&KJcy;,Ќ
&Ubrcy;,Ў
&DZcy;,Џ
&Acy;,А
&Bcy;,Б
&Vcy;,В
&Gcy;,Г
&Dcy;,Д
&IEcy;,Е
&ZHcy;,Ж
&Zcy;,З
&Icy;,И
&Jcy;,Й
&Kcy;,К
&Lcy;,Л
&Mcy;,М
&Ncy;,Н
&Ocy;,О
&Pcy;,П
&Rcy;,Р
&Scy;,С
&Tcy;,Т
&Ucy;,У
&Fcy;,Ф
&KHcy;,Х
&TScy;,Ц
&CHcy;,Ч
&SHcy;,Ш
&SHCHcy;,Щ
&HARDcy;,Ъ
&Ycy;,Ы
&SOFTcy;,Ь
&Ecy;,Э
&YUcy;,Ю
&YAcy;,Я
&acy;,а
&bcy;,б
&vcy;,в
&gcy;,г
&dcy;,д
&iecy;,е
&zhcy;,ж
&zcy;,з
&icy;,и
&jcy;,й
&kcy;,к
&lcy;,л
&mcy;,м
&ncy;,н
&ocy;,о
&pcy;,п
&rcy;,р
&scy;,с
&tcy;,т
&ucy;,у
&fcy;,ф
&khcy;,х
&tscy;,ц
&chcy;,ч
&shcy;,ш
&shchcy;,щ
&hardcy;,ъ
&ycy;,ы
&softcy;,ь
&ecy;,э
&yucy;,ю
&yacy;,я
&iocy;,ё
&djcy;,ђ
&gjcy;,ѓ
&jukcy;,є
&dscy;,ѕ
&iukcy;,і
&yicy;,ї
&jsercy;,ј
&ljcy;,љ
&njcy;,њ
&tshcy;,ћ
&kjcy;,ќ
&ubrcy;,ў
&dzcy;,џ
&ensp;, 
&emsp;, 
&emsp13;, 
&emsp14;, 
&numsp;, 
&puncsp;, 
&thinsp; &ThinSpace;, 
&hairsp; &VeryThinSpace;, 
&ZeroWidthSpace; &NegativeVeryThinSpace; &NegativeThinSpace; &NegativeMediumSpace; &NegativeThickSpace;,​
&zwnj;,‌
&zwj;,‍
&lrm;,‎
&rlm;,‏
&hyphen; &dash;,‐
&ndash;,–
&mdash;,—
&horbar;,―
&Verbar; &Vert;,‖
&lsquo; &OpenCurlyQuote;,‘
&rsquo; &rsquor; &CloseCurlyQuote;,’
&lsquor; &sbquo;,‚
&ldquo; &OpenCurlyDoubleQuote;,“
&rdquo; &rdquor; &CloseCurlyDoubleQuote;,”
&ldquor; &bdquo;,„
&dagger;,†
&Dagger; &ddagger;,‡
&bull; &bullet;,•
&nldr;,‥
&hellip; &mldr;,…
&permil;,‰
&pertenk;,‱
&prime;,′
&Prime;,″
&tprime;,‴
&bprime; &backprime;,‵
&lsaquo;,‹
&rsaquo;,›
&oline;,‾
&caret;,⁁
&hybull;,⁃
&frasl;,⁄
&bsemi;,⁏
&qprime;,⁗
&MediumSpace;, 
&NoBreak;,⁠
&ApplyFunction; &af;,⁡
&InvisibleTimes; &it;,⁢
&InvisibleComma; &ic;,⁣
&euro;,€
&tdot; &TripleDot;,⃛
&DotDot;,⃜
&Copf; &complexes;,ℂ
&incare;,℅
&gscr;,ℊ
&hamilt; &HilbertSpace; &Hscr;,ℋ
&Hfr; &Poincareplane;,ℌ
&quaternions; &Hopf;,ℍ
&planckh;,ℎ
&planck; &hbar; &plankv; &hslash;,ℏ
&Iscr; &imagline;,ℐ
&image; &Im; &imagpart; &Ifr;,ℑ
&Lscr; &lagran; &Laplacetrf;,ℒ
&ell;,ℓ
&Nopf; &naturals;,ℕ
&numero;,№
&copysr;,℗
&weierp; &wp;,℘
&Popf; &primes;,ℙ
&rationals; &Qopf;,ℚ
&Rscr; &realine;,ℛ
&real; &Re; &realpart; &Rfr;,ℜ
&reals; &Ropf;,ℝ
&rx;,℞
&trade; &TRADE;,™
&integers; &Zopf;,ℤ
&ohm;,Ω
&mho;,℧
&Zfr; &zeetrf;,ℨ
&iiota;,℩
&angst;,Å
&bernou; &Bernoullis; &Bscr;,ℬ
&Cfr; &Cayleys;,ℭ
&escr;,ℯ
&Escr; &expectation;,ℰ
&Fscr; &Fouriertrf;,ℱ
&phmmat; &Mellintrf; &Mscr;,ℳ
&order; &orderof; &oscr;,ℴ
&alefsym; &aleph;,ℵ
&beth;,ℶ
&gimel;,ℷ
&daleth;,ℸ
&CapitalDifferentialD; &DD;,ⅅ
&DifferentialD; &dd;,ⅆ
&ExponentialE; &exponentiale; &ee;,ⅇ
&ImaginaryI; &ii;,ⅈ
&frac13;,⅓
&frac23;,⅔
&frac15;,⅕
&frac25;,⅖
&frac35;,⅗
&frac45;,⅘
&frac16;,⅙
&frac56;,⅚
&frac18;,⅛
&frac38;,⅜
&frac58;,⅝
&frac78;,⅞
&larr; &leftarrow; &LeftArrow; &slarr; &ShortLeftArrow;,←
&uarr; &uparrow; &UpArrow; &ShortUpArrow;,↑
&rarr; &rightarrow; &RightArrow; &srarr; &ShortRightArrow;,→
&darr; &downarrow; &DownArrow; &ShortDownArrow;,↓
&harr; &leftrightarrow; &LeftRightArrow;,↔
&varr; &updownarrow; &UpDownArrow;,↕
&nwarr; &UpperLeftArrow; &nwarrow;,↖
&nearr; &UpperRightArrow; &nearrow;,↗
&searr; &searrow; &LowerRightArrow;,↘
&swarr; &swarrow; &LowerLeftArrow;,↙
&nlarr; &nleftarrow;,↚
&nrarr; &nrightarrow;,↛
&rarrw; &rightsquigarrow;,↝
&Larr; &twoheadleftarrow;,↞
&Uarr;,↟
&Rarr; &twoheadrightarrow;,↠
&Darr;,↡
&larrtl; &leftarrowtail;,↢
&rarrtl; &rightarrowtail;,↣
&LeftTeeArrow; &mapstoleft;,↤
&UpTeeArrow; &mapstoup;,↥
&map; &RightTeeArrow; &mapsto;,↦
&DownTeeArrow; &mapstodown;,↧
&larrhk; &hookleftarrow;,↩
&rarrhk; &hookrightarrow;,↪
&larrlp; &looparrowleft;,↫
&rarrlp; &looparrowright;,↬
&harrw; &leftrightsquigarrow;,↭
&nharr; &nleftrightarrow;,↮
&lsh; &Lsh;,↰
&rsh; &Rsh;,↱
&ldsh;,↲
&rdsh;,↳
&crarr;,↵
&cularr; &curvearrowleft;,↶
&curarr; &curvearrowright;,↷
&olarr; &circlearrowleft;,↺
&orarr; &circlearrowright;,↻
&lharu; &LeftVector; &leftharpoonup;,↼
&lhard; &leftharpoondown; &DownLeftVector;,↽
&uharr; &upharpoonright; &RightUpVector;,↾
&uharl; &upharpoonleft; &LeftUpVector;,↿
&rharu; &RightVector; &rightharpoonup;,⇀
&rhard; &rightharpoondown; &DownRightVector;,⇁
&dharr; &RightDownVector; &downharpoonright;,⇂
&dharl; &LeftDownVector; &downharpoonleft;,⇃
&rlarr; &rightleftarrows; &RightArrowLeftArrow;,⇄
&udarr; &UpArrowDownArrow;,⇅
&lrarr; &leftrightarrows; &LeftArrowRightArrow;,⇆
&llarr; &leftleftarrows;,⇇
&uuarr; &upuparrows;,⇈
&rrarr; &rightrightarrows;,⇉
&ddarr; &downdownarrows;,⇊
&lrhar; &ReverseEquilibrium; &leftrightharpoons;,⇋
&rlhar; &rightleftharpoons; &Equilibrium;,⇌
&nlArr; &nLeftarrow;,⇍
&nhArr; &nLeftrightarrow;,⇎
&nrArr; &nRightarrow;,⇏
&lArr; &Leftarrow; &DoubleLeftArrow;,⇐
&uArr; &Uparrow; &DoubleUpArrow;,⇑
&rArr; &Rightarrow; &Implies; &DoubleRightArrow;,⇒
&dArr; &Downarrow; &DoubleDownArrow;,⇓
&hArr; &Leftrightarrow; &DoubleLeftRightArrow; &iff;,⇔
&vArr; &Updownarrow; &DoubleUpDownArrow;,⇕
&nwArr;,⇖
&neArr;,⇗
&seArr;,⇘
&swArr;,⇙
&lAarr; &Lleftarrow;,⇚
&rAarr; &Rrightarrow;,⇛
&zigrarr;,⇝
&larrb; &LeftArrowBar;,⇤
&rarrb; &RightArrowBar;,⇥
&duarr; &DownArrowUpArrow;,⇵
&loarr;,⇽
&roarr;,⇾
&hoarr;,⇿
&forall; &ForAll;,∀
&comp; &complement;,∁
&part; &PartialD;,∂
&exist; &Exists;,∃
&nexist; &NotExists; &nexists;,∄
&empty; &emptyset; &emptyv; &varnothing;,∅
&nabla; &Del;,∇
&isin; &isinv; &Element; &in;,∈
&notin; &NotElement; &notinva;,∉
&niv; &ReverseElement; &ni; &SuchThat;,∋
&notni; &notniva; &NotReverseElement;,∌
&prod; &Product;,∏
&coprod; &Coproduct;,∐
&sum; &Sum;,∑
&minus;,−
&mnplus; &mp; &MinusPlus;,∓
&plusdo; &dotplus;,∔
&setmn; &setminus; &Backslash; &ssetmn; &smallsetminus;,∖
&lowast;,∗
&compfn; &SmallCircle;,∘
&radic; &Sqrt;,√
&prop; &propto; &Proportional; &vprop; &varpropto;,∝
&infin;,∞
&angrt;,∟
&ang; &angle;,∠
&angmsd; &measuredangle;,∡
&angsph;,∢
&mid; &VerticalBar; &smid; &shortmid;,∣
&nmid; &NotVerticalBar; &nsmid; &nshortmid;,∤
&par; &parallel; &DoubleVerticalBar; &spar; &shortparallel;,∥
&npar; &nparallel; &NotDoubleVerticalBar; &nspar; &nshortparallel;,∦
&and; &wedge;,∧
&or; &vee;,∨
&cap;,∩
&cup;,∪
&int; &Integral;,∫
&Int;,∬
&tint; &iiint;,∭
&conint; &oint; &ContourIntegral;,∮
&Conint; &DoubleContourIntegral;,∯
&Cconint;,∰
&cwint;,∱
&cwconint; &ClockwiseContourIntegral;,∲
&awconint; &CounterClockwiseContourIntegral;,∳
&there4; &therefore; &Therefore;,∴
&becaus; &because; &Because;,∵
&ratio;,∶
&Colon; &Proportion;,∷
&minusd; &dotminus;,∸
&mDDot;,∺
&homtht;,∻
&sim; &Tilde; &thksim; &thicksim;,∼
&bsim; &backsim;,∽
&ac; &mstpos;,∾
&acd;,∿
&wreath; &VerticalTilde; &wr;,≀
&nsim; &NotTilde;,≁
&esim; &EqualTilde; &eqsim;,≂
&sime; &TildeEqual; &simeq;,≃
&nsime; &nsimeq; &NotTildeEqual;,≄
&cong; &TildeFullEqual;,≅
&simne;,≆
&ncong; &NotTildeFullEqual;,≇
&asymp; &ap; &TildeTilde; &approx; &thkap; &thickapprox;,≈
&nap; &NotTildeTilde; &napprox;,≉
&ape; &approxeq;,≊
&apid;,≋
&bcong; &backcong;,≌
&asympeq; &CupCap;,≍
&bump; &HumpDownHump; &Bumpeq;,≎
&bumpe; &HumpEqual; &bumpeq;,≏
&esdot; &DotEqual; &doteq;,≐
&eDot; &doteqdot;,≑
&efDot; &fallingdotseq;,≒
&erDot; &risingdotseq;,≓
&colone; &coloneq; &Assign;,≔
&ecolon; &eqcolon;,≕
&ecir; &eqcirc;,≖
&cire; &circeq;,≗
&wedgeq;,≙
&veeeq;,≚
&trie; &triangleq;,≜
&equest; &questeq;,≟
&ne; &NotEqual;,≠
&equiv; &Congruent;,≡
&nequiv; &NotCongruent;,≢
&le; &leq;,≤
&ge; &GreaterEqual; &geq;,≥
&lE; &LessFullEqual; &leqq;,≦
&gE; &GreaterFullEqual; &geqq;,≧
&lnE; &lneqq;,≨
&gnE; &gneqq;,≩
&Lt; &NestedLessLess; &ll;,≪
&Gt; &NestedGreaterGreater; &gg;,≫
&twixt; &between;,≬
&NotCupCap;,≭
&nlt; &NotLess; &nless;,≮
&ngt; &NotGreater; &ngtr;,≯
&nle; &NotLessEqual; &nleq;,≰
&nge; &NotGreaterEqual; &ngeq;,≱
&lsim; &LessTilde; &lesssim;,≲
&gsim; &gtrsim; &GreaterTilde;,≳
&nlsim; &NotLessTilde;,≴
&ngsim; &NotGreaterTilde;,≵
&lg; &lessgtr; &LessGreater;,≶
&gl; &gtrless; &GreaterLess;,≷
&ntlg; &NotLessGreater;,≸
&ntgl; &NotGreaterLess;,≹
&pr; &Precedes; &prec;,≺
&sc; &Succeeds; &succ;,≻
&prcue; &PrecedesSlantEqual; &preccurlyeq;,≼
&sccue; &SucceedsSlantEqual; &succcurlyeq;,≽
&prsim; &precsim; &PrecedesTilde;,≾
&scsim; &succsim; &SucceedsTilde;,≿
&npr; &nprec; &NotPrecedes;,⊀
&nsc; &nsucc; &NotSucceeds;,⊁
&sub; &subset;,⊂
&sup; &supset; &Superset;,⊃
&nsub;,⊄
&nsup;,⊅
&sube; &SubsetEqual; &subseteq;,⊆
&supe; &supseteq; &SupersetEqual;,⊇
&nsube; &nsubseteq; &NotSubsetEqual;,⊈
&nsupe; &nsupseteq; &NotSupersetEqual;,⊉
&subne; &subsetneq;,⊊
&supne; &supsetneq;,⊋
&cupdot;,⊍
&uplus; &UnionPlus;,⊎
&sqsub; &SquareSubset; &sqsubset;,⊏
&sqsup; &SquareSuperset; &sqsupset;,⊐
&sqsube; &SquareSubsetEqual; &sqsubseteq;,⊑
&sqsupe; &SquareSupersetEqual; &sqsupseteq;,⊒
&sqcap; &SquareIntersection;,⊓
&sqcup; &SquareUnion;,⊔
&oplus; &CirclePlus;,⊕
&ominus; &CircleMinus;,⊖
&otimes; &CircleTimes;,⊗
&osol;,⊘
&odot; &CircleDot;,⊙
&ocir; &circledcirc;,⊚
&oast; &circledast;,⊛
&odash; &circleddash;,⊝
&plusb; &boxplus;,⊞
&minusb; &boxminus;,⊟
&timesb; &boxtimes;,⊠
&sdotb; &dotsquare;,⊡
&vdash; &RightTee;,⊢
&dashv; &LeftTee;,⊣
&top; &DownTee;,⊤
&bottom; &bot; &perp; &UpTee;,⊥
&models;,⊧
&vDash; &DoubleRightTee;,⊨
&Vdash;,⊩
&Vvdash;,⊪
&VDash;,⊫
&nvdash;,⊬
&nvDash;,⊭
&nVdash;,⊮
&nVDash;,⊯
&prurel;,⊰
&vltri; &vartriangleleft; &LeftTriangle;,⊲
&vrtri; &vartriangleright; &RightTriangle;,⊳
&ltrie; &trianglelefteq; &LeftTriangleEqual;,⊴
&rtrie; &trianglerighteq; &RightTriangleEqual;,⊵
&origof;,⊶
&imof;,⊷
&mumap; &multimap;,⊸
&hercon;,⊹
&intcal; &intercal;,⊺
&veebar;,⊻
&barvee;,⊽
&angrtvb;,⊾
&lrtri;,⊿
&xwedge; &Wedge; &bigwedge;,⋀
&xvee; &Vee; &bigvee;,⋁
&xcap; &Intersection; &bigcap;,⋂
&xcup; &Union; &bigcup;,⋃
&diam; &diamond; &Diamond;,⋄
&sdot;,⋅
&sstarf; &Star;,⋆
&divonx; &divideontimes;,⋇
&bowtie;,⋈
&ltimes;,⋉
&rtimes;,⋊
&lthree; &leftthreetimes;,⋋
&rthree; &rightthreetimes;,⋌
&bsime; &backsimeq;,⋍
&cuvee; &curlyvee;,⋎
&cuwed; &curlywedge;,⋏
&Sub; &Subset;,⋐
&Sup; &Supset;,⋑
&Cap;,⋒
&Cup;,⋓
&fork; &pitchfork;,⋔
&epar;,⋕
&ltdot; &lessdot;,⋖
&gtdot; &gtrdot;,⋗
&Ll;,⋘
&Gg; &ggg;,⋙
&leg; &LessEqualGreater; &lesseqgtr;,⋚
&gel; &gtreqless; &GreaterEqualLess;,⋛
&cuepr; &curlyeqprec;,⋞
&cuesc; &curlyeqsucc;,⋟
&nprcue; &NotPrecedesSlantEqual;,⋠
&nsccue; &NotSucceedsSlantEqual;,⋡
&nsqsube; &NotSquareSubsetEqual;,⋢
&nsqsupe; &NotSquareSupersetEqual;,⋣
&lnsim;,⋦
&gnsim;,⋧
&prnsim; &precnsim;,⋨
&scnsim; &succnsim;,⋩
&nltri; &ntriangleleft; &NotLeftTriangle;,⋪
&nrtri; &ntriangleright; &NotRightTriangle;,⋫
&nltrie; &ntrianglelefteq; &NotLeftTriangleEqual;,⋬
&nrtrie; &ntrianglerighteq; &NotRightTriangleEqual;,⋭
&vellip;,⋮
&ctdot;,⋯
&utdot;,⋰
&dtdot;,⋱
&disin;,⋲
&isinsv;,⋳
&isins;,⋴
&isindot;,⋵
&notinvc;,⋶
&notinvb;,⋷
&isinE;,⋹
&nisd;,⋺
&xnis;,⋻
&nis;,⋼
&notnivc;,⋽
&notnivb;,⋾
&barwed; &barwedge;,⌅
&Barwed; &doublebarwedge;,⌆
&lceil; &LeftCeiling;,⌈
&rceil; &RightCeiling;,⌉
&lfloor; &LeftFloor;,⌊
&rfloor; &RightFloor;,⌋
&drcrop;,⌌
&dlcrop;,⌍
&urcrop;,⌎
&ulcrop;,⌏
&bnot;,⌐
&profline;,⌒
&profsurf;,⌓
&telrec;,⌕
&target;,⌖
&ulcorn; &ulcorner;,⌜
&urcorn; &urcorner;,⌝
&dlcorn; &llcorner;,⌞
&drcorn; &lrcorner;,⌟
&frown; &sfrown;,⌢
&smile; &ssmile;,⌣
&cylcty;,⌭
&profalar;,⌮
&topbot;,⌶
&ovbar;,⌽
&solbar;,⌿
&angzarr;,⍼
&lmoust; &lmoustache;,⎰
&rmoust; &rmoustache;,⎱
&tbrk; &OverBracket;,⎴
&bbrk; &UnderBracket;,⎵
&bbrktbrk;,⎶
&OverParenthesis;,⏜
&UnderParenthesis;,⏝
&OverBrace;,⏞
&UnderBrace;,⏟
&trpezium;,⏢
&elinters;,⏧
&blank;,␣
&oS; &circledS;,Ⓢ
&boxh; &HorizontalLine;,─
&boxv;,│
&boxdr;,┌
&boxdl;,┐
&boxur;,└
&boxul;,┘
&boxvr;,├
&boxvl;,┤
&boxhd;,┬
&boxhu;,┴
&boxvh;,┼
&boxH;,═
&boxV;,║
&boxdR;,╒
&boxDr;,╓
&boxDR;,╔
&boxdL;,╕
&boxDl;,╖
&boxDL;,╗
&boxuR;,╘
&boxUr;,╙
&boxUR;,╚
&boxuL;,╛
&boxUl;,╜
&boxUL;,╝
&boxvR;,╞
&boxVr;,╟
&boxVR;,╠
&boxvL;,╡
&boxVl;,╢
&boxVL;,╣
&boxHd;,╤
&boxhD;,╥
&boxHD;,╦
&boxHu;,╧
&boxhU;,╨
&boxHU;,╩
&boxvH;,╪
&boxVh;,╫
&boxVH;,╬
&uhblk;,▀
&lhblk;,▄
&block;,█
&blk14;,░
&blk12;,▒
&blk34;,▓
&squ; &square; &Square;,□
&squf; &squarf; &blacksquare; &FilledVerySmallSquare;,▪
&EmptyVerySmallSquare;,▫
&rect;,▭
&marker;,▮
&fltns;,▱
&xutri; &bigtriangleup;,△
&utrif; &blacktriangle;,▴
&utri; &triangle;,▵
&rtrif; &blacktriangleright;,▸
&rtri; &triangleright;,▹
&xdtri; &bigtriangledown;,▽
&dtrif; &blacktriangledown;,▾
&dtri; &triangledown;,▿
&ltrif; &blacktriangleleft;,◂
&ltri; &triangleleft;,◃
&loz; &lozenge;,◊
&cir;,○
&tridot;,◬
&xcirc; &bigcirc;,◯
&ultri;,◸
&urtri;,◹
&lltri;,◺
&EmptySmallSquare;,◻
&FilledSmallSquare;,◼
&starf; &bigstar;,★
&star;,☆
&phone;,☎
&female;,♀
&male;,♂
&spades; &spadesuit;,♠
&clubs; &clubsuit;,♣
&hearts; &heartsuit;,♥
&diams; &diamondsuit;,♦
&sung;,♪
&flat;,♭
&natur; &natural;,♮
&sharp;,♯
&check; &checkmark;,✓
&cross;,✗
&malt; &maltese;,✠
&sext;,✶
&VerticalSeparator;,❘
&lbbrk;,❲
&rbbrk;,❳
&lobrk; &LeftDoubleBracket;,⟦
&robrk; &RightDoubleBracket;,⟧
&lang; &LeftAngleBracket; &langle;,⟨
&rang; &RightAngleBracket; &rangle;,⟩
&Lang;,⟪
&Rang;,⟫
&loang;,⟬
&roang;,⟭
&xlarr; &longleftarrow; &LongLeftArrow;,⟵
&xrarr; &longrightarrow; &LongRightArrow;,⟶
&xharr; &longleftrightarrow; &LongLeftRightArrow;,⟷
&xlArr; &Longleftarrow; &DoubleLongLeftArrow;,⟸
&xrArr; &Longrightarrow; &DoubleLongRightArrow;,⟹
&xhArr; &Longleftrightarrow; &DoubleLongLeftRightArrow;,⟺
&xmap; &longmapsto;,⟼
&dzigrarr;,⟿
&nvlArr;,⤂
&nvrArr;,⤃
&nvHarr;,⤄
&Map;,⤅
&lbarr;,⤌
&rbarr; &bkarow;,⤍
&lBarr;,⤎
&rBarr; &dbkarow;,⤏
&RBarr; &drbkarow;,⤐
&DDotrahd;,⤑
&UpArrowBar;,⤒
&DownArrowBar;,⤓
&Rarrtl;,⤖
&latail;,⤙
&ratail;,⤚
&lAtail;,⤛
&rAtail;,⤜
&larrfs;,⤝
&rarrfs;,⤞
&larrbfs;,⤟
&rarrbfs;,⤠
&nwarhk;,⤣
&nearhk;,⤤
&searhk; &hksearow;,⤥
&swarhk; &hkswarow;,⤦
&nwnear;,⤧
&nesear; &toea;,⤨
&seswar; &tosa;,⤩
&swnwar;,⤪
&rarrc;,⤳
&cudarrr;,⤵
&ldca;,⤶
&rdca;,⤷
&cudarrl;,⤸
&larrpl;,⤹
&curarrm;,⤼
&cularrp;,⤽
&rarrpl;,⥅
&harrcir;,⥈
&Uarrocir;,⥉
